userName,score,at,content
Juni Indosat,5,2022-01-16 00:51:21,ok
Agus H. Pitoyo,5,2022-01-16 00:50:56,keren cuy 👍👍
Sepet Pait,5,2022-01-16 00:49:18,"amanah,baik,dan sabar"
Anita Carolina Telambanua,3,2022-01-16 00:46:20,nyaman
Yunus Mulyono,5,2022-01-16 00:44:39,baik dan ramah.
Tyancana Nugrahena,5,2022-01-16 00:31:33,Trimakasih sdh mengantar dengan selamat sampai tujuan.
Fadnis Carry,5,2022-01-16 00:29:45,"cepat respon, dan ramah"
Ardiansyah Drk,4,2022-01-16 00:25:38,mantap
ella laelah,5,2022-01-15 23:49:36,terbaik
Ronal Kayantu,5,2022-01-15 23:47:03,bagus pelayanannya
Mhd Wahyu,5,2022-01-15 23:45:41,"Maxim is the best, luarbiasa"
mimie zafis,5,2022-01-15 23:27:54,terima kasih
Rusding Rusding,5,2022-01-15 23:20:30,ok
Debora Simatupang,5,2022-01-15 22:34:40,mantap
revetex2 1,5,2022-01-15 22:28:59,NC cepat don't toxic
A & C Devin,5,2022-01-15 22:17:29,Sempurna...GoOd Job...Sukses buat Driver nya ya....
Syifa Nurmadillah,5,2022-01-15 21:48:45,tepat waktu...
Melissa Surya cristie G,5,2022-01-15 21:40:06,ok
RASPATIZONE,5,2022-01-15 21:32:01,MAXIM telah hadir dimana dibutuhkan sukses buat Maxim..
Faty Pku,5,2022-01-15 19:51:41,👌
Rara Novelia,5,2022-01-15 19:44:26,mantab
Roni Saroni,5,2022-01-15 18:53:18,alhamdulillah bgus
Diora Lucky,4,2022-01-15 18:26:27,perfect
Nelly Asih,5,2022-01-15 17:36:20,trmksh byk suda anter kermj skt ya
ANWAR BATAM,5,2022-01-15 17:14:11,driver top
Marzuki Rusli,5,2022-01-15 17:09:19,tepat waktu sampe..
Denxim S,1,2022-01-15 16:49:12,"Buat cust jangan suka banding2 ma app sebelah apa driver sebelah...semua sama.saya juga dari driver sebelah ko.klo gasuka hapus aja apk nya jgn kasih ulasan yg tidak membangun kedepannya kasian sama yg bener2 cari nafkah.gasemua driver itu jelek,yg jelek itu signal anda.smua karna komentar anda yg jelek2 jadi peminatnya kurang.coba klo koment yg baik2 jd banyak yg pake maxim dan drivernya bertambah dan,pastilah semakin maju dan otomatis banyak promo 2 dan fitur2 terbaru...."
Dy Pratama,5,2022-01-15 16:49:11,sangat sangat bagus👍
Sahla Pebi partisia,5,2022-01-15 16:41:56,terima kasih sudah berjalan dengan nyaman😊
Pretty Refi,5,2022-01-15 16:37:21,keren
Yuzu Yuzuyni,5,2022-01-15 16:25:16,terimakasih atas kenyamananya
Ari Yati,4,2022-01-15 16:19:58,👍
Nur Annisa,5,2022-01-15 16:07:10,baik
Lasmi susilawati,5,2022-01-15 16:05:29,mantap
Muhammad Asrori,1,2022-01-15 15:57:03,"Tiap cari pengemudi selalu lama, saya kasih bintang 1."
Gafur Rasjid,5,2022-01-15 15:50:56,mantap
Adinda kanya Dewy,5,2022-01-15 15:49:32,kren
Husnul khatimah,5,2022-01-15 15:43:16,terima kasih
Dadang Kurnia,3,2022-01-15 15:32:24,maps nya kurang akurat
Metri Syan,5,2022-01-15 15:29:06,alhamdulillah sampe dengan selamat dan relatif cepat.
Alfath Khalifah,5,2022-01-15 15:27:14,oke
Baho Raya,5,2022-01-15 15:22:50,driver nya baik
Sa Fitri,3,2022-01-15 15:21:48,"kalo bisa besok"" pelan bawa motornya🙂 terimakasih🙏"
Robirizki 2020,5,2022-01-15 15:20:33,ramah bngt
Adam Herdiansahh,5,2022-01-15 15:16:54,goodd
Intan Agnsyah,1,2022-01-15 15:15:36,BANGKRUT AJA UDA
ROS MAWAR,5,2022-01-15 15:14:42,pengemudi sangat ramah
Ayub Hermawan,5,2022-01-15 15:05:09,bagus
Debby Anggraini,5,2022-01-15 14:57:15,sangat bagus
Safitri Sri Rahayu,1,2022-01-15 14:54:35,Waktu download apk nya lambat
Yuhan Dewii,5,2022-01-15 14:54:02,ramah dan sopan👍
Hesty Ferdiansyah,5,2022-01-15 14:53:43,ramah amazing
surya palapazi,5,2022-01-15 14:52:05,bagus
sigit thesantos,5,2022-01-15 14:50:24,drivernya good... anda layak dapat bintang
Daboribo Damai boleh Ribut boleh,5,2022-01-15 14:47:48,sangat memuaskan
tarmizi tarusan,5,2022-01-15 14:45:07,memuaskan
rina abid,3,2022-01-15 14:44:11,lanjut
Musiana Lestari,5,2022-01-15 14:30:06,terbaik
Mimin Wulandari,1,2022-01-15 14:29:24,🙄🙄🙄🥺🥺
Roslita Lantang,5,2022-01-15 14:28:55,mantap
Muhammad Rizal Muttaqien,5,2022-01-15 14:28:49,good ojek
Aprilenci Tangke Nipa,5,2022-01-15 14:28:24,"Intinya bapak nya baik, ramah, dari semua driver bapak ini paling best. Makasih yaa yg sudah ciptain maxim 😁😍"
Hellen RH12,1,2022-01-15 14:19:50,"apk buruk, drivernya jg buruk pelayanannya,dah saran sih gausa download,bayar 10rebu minta 12rebu, bukannya gmna cm tanggung jawabnya kurang"
Nuryadii Cecep,5,2022-01-15 14:19:22,perjalanan yg menyenangkan
Tony fres Tory irawan,3,2022-01-15 14:15:22,lumayan membantu
wtrofficial wtrofficial,5,2022-01-15 14:08:30,"Senang banget menggunakan aplikasi ini aplikasi ini sangat membantu, aplikasi ini membantu masyarakat, nyaman dan aman dipakai, Terima kasih Maxim telah membantu kami.."
Adam Sinaga,5,2022-01-15 14:03:29,bagus
harmonis zainal harmonis,5,2022-01-15 13:59:46,layanan oke
Ichiro Nimura,5,2022-01-15 13:59:17,mantapp
opah rayyan opah,5,2022-01-15 13:58:30,keren
sidoli parjalang,5,2022-01-15 13:55:41,mantap
rio yulanda,5,2022-01-15 13:54:53,terimakasih
Cencina Marbun,5,2022-01-15 13:51:04,ramah
Annora Kalea,5,2022-01-15 13:48:24,drivernya ramah
Annisa dysr,5,2022-01-15 13:47:20,driver nya jujur dan baik bgt😭😭 alhamdulillah makasih bnyk mas panjang umur dan sehat terus buat mas driver nya🥺🤗
Rico Mahardika,5,2022-01-15 13:45:48,bagus
Andi Permana,5,2022-01-15 13:41:08,terimakasih
Ifat Qubro90,5,2022-01-15 13:34:13,makasih banyak
Alexander,4,2022-01-15 13:33:46,Membantu dalam pengiriman barang (orderan).
Aly Bin Bapak,5,2022-01-15 13:29:57,amang sampai tujuan. Thx
Nurafni Ifa,1,2022-01-15 13:26:33,"pengemudiny yang kasar, tidak sopan, membentak,,pelayanan sangat sangat sangat buruk"
muchammad kahar,5,2022-01-15 13:24:28,terimakasih
Husarol Hepi,5,2022-01-15 13:18:24,Bagus
zaqwsx zaq,3,2022-01-15 13:11:06,"untung buat penumpang, rugi buat supir yg punya mobil, potongan adminnya 13%, isi dompetnya minimal 50rb melebihi grab dan gocar yg cuma 30rb isinya biar murah via alfamaret karena via doku kena cas bank permata 6500, memang maksudnya untuk menjatuhkan harga transportasi tapi ya mitranya jadi sapi perah, jadi diaplikasi ini penumpang dominan daripada supir, kalo boleh usul bos sekalian beli SPBU biar kasih subsidi ke supir yg punya mobil"
nor afrizon,1,2022-01-15 13:03:30,"Pelayanan buruk, naik maxim car, gak ada ac, mobil kotor. Pokoknya pelayanan yg buruk. Perlu di perhatikan oleh owner. Terpaksa akun akun hapus"
Suyoto Sumindar,5,2022-01-15 12:59:18,"supir baik , memberi informasi tentang daerah baru kita kunjungi"
Tobing Asan,5,2022-01-15 12:55:54,ramah dan terasa aman
Lily Herliani,5,2022-01-15 12:45:40,bagus bangettt
muhamad latif,5,2022-01-15 12:42:32,sangat memuaskan pelayanan nya dan tepat waktu pada saat penjemputan.
makmur psp,4,2022-01-15 12:37:48,cakep
Ilham Momoi,1,2022-01-15 12:33:53,nunggu yang order lama banget!!!
ANAK KAMPUNG,4,2022-01-15 12:15:13,ok
Teddy Indrawan,5,2022-01-15 12:07:47,"Pelayanan di ojol si kuning , drivernya ramah ramah , pembukaan basa basi yg cukup oke , dan harga cukup terjangkau di kantong ."
Mul Yanah,5,2022-01-15 12:05:06,driver yg bgni hrus di pertahankan....gak ada kata cancel walau tarikan kecil...dan kita juga ngerti gak akan ngasih sesuai aplikasi...pasti kita lbhin buat pejuang kluarga
Anugerah Karya Pekanbaru Stell,5,2022-01-15 12:00:40,driver nya sangat baik
Riski Nurhidayanti,1,2022-01-15 11:53:14,Diaplikasi harga 67.000 pas smpek tempat jadi 145.000 merasa dirugikan bngt
Farees mhmd,2,2022-01-15 11:52:44,"tiga kali pesen car, dibatalin sama drivernya padahal udah nunggu lamaa sekali, rudeath"
Lh Hadi,5,2022-01-15 11:51:52,"Jangan lah menjelekan apk ini jika kalian tak suka y tinggal hapus, jika ada driver y tak sopan tinggal d laporkan apa susah y. Emang kita sebagai pengguna banyak yang tak tahu diri argo 7.9k aja masih minta kembalian, coba kalian naik opang gak dapet 10k mikir jangan mencela, saya sudah lama pakai Maxim enak enak aja"
Ainul Yaqin,5,2022-01-15 11:45:50,lumayan lah
Kak Semm Official,5,2022-01-15 11:43:05,good
erwin suradi,5,2022-01-15 11:42:10,good
Iwan Gunawan,5,2022-01-15 11:36:30,mantap
Syafiqah 7201,1,2022-01-15 11:28:16,"Wajar kalau driver maxim ugal ugalan karena upah nya gak sesuai jarak , dan yg paling parah banyak orderan fikti . Yg salah aplikasi nya . Sistem yang buruk . Aplikasi memecah umat hanya mencari keuntungan"
Yossi Suryosumirat,5,2022-01-15 11:19:19,masih lama nunggu nya
Zulfikar Fikar,5,2022-01-15 11:15:29,thanks utk kerja sama nya
Kahfi fajri,1,2022-01-15 11:03:17,"Untuk masyarakat indonesia jangan lah kalian mendownload aplikasi ini , apalagi jadi driver nya . Saya menyesal jadi driver maxim . Sudah susah dapat order , sekali dapat orderan fikti . Saya sudah berbelanja kena tipu lagi . Sudah lapor pihak maxim gak ada jawaban , jangan cuma bisa driver yang di laporkan . Cs juga harus di tindak"
Novia Sarir,5,2022-01-15 10:46:51,Harganya murah...mantap
yuli handayani,5,2022-01-15 10:44:19,Alhamdulillah bapaknya baik bgt mksh bnyk ya pa👍
Putu Gaming,5,2022-01-15 10:43:25,salah kasih 5 bintang
Mirnawati Dewi,5,2022-01-15 10:26:39,baik
Bang Tbn,1,2022-01-15 10:21:06,Tolong dilampirkan juga ongkos perjalanannya. Kemarin ada dan setelah upgrade tidak ada. Drivernya juga masih jauh dari lokasi pengorderan.
Devita Azza,1,2022-01-15 10:06:34,"Jelek. Mapsnya gak jelas. Mau nulis alamat aja susah nya setengah mati. Posisi driver juga salah. Driver2nya juga buruk. Suka cancel order pelanggan. Ada ojol yg bau banget, drivernya, helmnya bau bgt. Bikin trauma naik ojol 🥴"
Beni Kisworo # Nur Jihaan Qonitah K,5,2022-01-15 10:04:47,ramah
Achong Ronaldo,1,2022-01-15 10:03:01,Aplikasi haram ga guna. Order makanan yg dekat aja cari drivernya lama banget !!! Bahkan sampai ga ketemu2 !!! Ditambahi harga juga tetep ga ketemu padahal ada driver di sekitar.
YUNUS ANIS,5,2022-01-15 09:53:20,hatur nuhun
Anjanie 2610,4,2022-01-15 09:50:17,driver ny saya kasih uang 50 rb blg gk ada kembalian itu karena uang saya cmn 35 rb eh dy malah cemberut ni saya masih baik ksh bintang 4 krn gk mau potong rezeki org sekali lagi sediain kembalian pak kan bukan hrs kayak angkutan umum pake uang pas kecewa aja sih
Reza effendi,5,2022-01-15 09:39:04,semangat bg
Jaka Setia,5,2022-01-15 09:35:06,mantab
Desi Susilawati,1,2022-01-15 09:29:12,Tolong dong di tindak lanjuti aku ketipu seorang driver maxsim mau ngirim paket brupa uang di bawa kabur penipu itu mencemar kan nama driver yang lain yang gk asa salah bakal kena imbas nya driver bernama Rendi irawan dengan plat nomer BG3688ZG tolong di tindak lanjuti penipu itu
SAHABAT HIJRAH,5,2022-01-15 09:23:51,drivernya ramah
Maghda Lena,5,2022-01-15 09:21:47,baguss ramah ojolnya👍
Dio Irfansyah,5,2022-01-15 09:13:56,terimakasih..
Thary Thary,5,2022-01-15 09:08:20,driver yang sangat baik and luar biasa
Hajijah Jijah,5,2022-01-15 09:07:49,sangat ramah bapa ny saya senang
Wahyu Prasetya,5,2022-01-15 09:00:10,maaf kak kepencet
Ferry Dhiantoro,5,2022-01-15 08:58:23,"keren, kakaknya ramah. dan amanan."
Sisca Damayanti,1,2022-01-15 08:43:58,Skrng pesen makanan sudah ga kaya dulu
Hamzah Alattas,5,2022-01-15 08:43:33,ramah
Geprek Pongset,5,2022-01-15 08:35:42,ok
Aniskurlillah Putri,3,2022-01-15 08:29:47,kurang ramah
Dwi Riski,5,2022-01-15 08:23:29,thankyou bosque👍
dedi nandam,5,2022-01-15 08:21:30,"bang kurirnya baik hati ramah dan sabar, 😁👍 terimakasih bang kurir, maaf sdh merepotkn 🙏"
Ridwan Ridwan,1,2022-01-15 08:19:06,Komen ya pd buruk sekli ya
joachim mursidi,5,2022-01-15 08:08:14,"sudah bagus, ditingkatkan lagi akurasi petanya. bravo 👍"
Rony Chandra,5,2022-01-15 08:06:12,amanah
Amin Udin,5,2022-01-15 08:05:47,terbaik...
IGNAS63N channel,5,2022-01-15 08:04:15,driver ramah dan baik 🙏👍
Fajri Othman,5,2022-01-15 08:00:25,"top la.. hanya perlu tambahan armada, tidak kelamaan.."
Arum kadiasih,5,2022-01-15 07:57:57,pelayanan sangat baik
Merry Agustina,1,2022-01-15 07:49:53,"drivernya sering cancel,tarif nya suka naik¡¡"
Yuli Astuti,5,2022-01-15 07:48:12,terima kasih...
niko nasution,5,2022-01-15 07:47:00,driver humble and good service..
Nurlia Family,5,2022-01-15 07:43:40,makasiy
Muchlis Kekeng,5,2022-01-15 07:32:37,"manfaat nya positif, driver ramah"
Delisa putri,5,2022-01-15 07:30:58,baik
Safar Karepesina,5,2022-01-15 07:27:52,terbaik 👍
Indana Abila,5,2022-01-15 07:10:57,"baru coba dan murah sekali ongkos nya, semoga tetap bisa memuaskan customer dan mensejahterakan para driver"
agus wahyudi,5,2022-01-15 07:10:14,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Wulan Septiyanii,5,2022-01-15 06:43:35,pengemudi nya sangat baik dan ramah.jangan lupa rating buat ni org taikin ya mindd
Bakrin Bae,5,2022-01-15 06:43:15,mantap
Cichy indu,4,2022-01-15 06:39:53,"bagus, murah cuman ada beberapa titik lokasi yang gak ada.."
Leli Angraeni,5,2022-01-15 06:39:45,pengemudinya sangat sopan dan baik
Ella Alvani,5,2022-01-15 06:36:51,sangat ramah driver nya
Boy lucky,5,2022-01-15 06:26:08,mohon maaf bg saya terpesan 2 x
Kesya Amandita,5,2022-01-15 06:25:56,bgusss
Edel Gita,5,2022-01-15 06:20:16,good
Sudianto Situmeang,5,2022-01-15 06:14:36,sopan dan memuaskn
Muhamad Rafiq,5,2022-01-15 06:12:43,Bintang yg berbicara😊👍🙏
Adin Triya,5,2022-01-15 06:02:39,👍👍👍👍 mantap dah
SRYHASTUTY SAHA,5,2022-01-15 06:02:30,Mantap
Yestelin Kawoka,5,2022-01-15 06:01:24,Terima kasih
Ade Pratiwi,5,2022-01-15 05:45:41,driver cepat sampai dan ramah
Mahabbatul Hijrah,5,2022-01-15 05:43:03,mantaaap playananny👍👍👍
baldy batroc,1,2022-01-15 05:36:35,"gpsnya gak akurat, rumah gw di komplek lama gak terdaftar"
em nasron,5,2022-01-15 05:27:59,mantaplah
Maria Mora Hasibuan,5,2022-01-15 05:19:58,So Far bagus aja sih selama ku pake maxim ini
Zidan Maulana,5,2022-01-15 05:17:36,terimakasih sudah antar anak saya.....Masnya penuh tanggung jawab
Herbat Aja,5,2022-01-15 05:08:17,oke
Darman01 Harefa,5,2022-01-15 05:06:57,sangat baik
Pian Wae,3,2022-01-15 05:04:42,driver nya ramah dan baik
Helma Pasomba,5,2022-01-15 05:03:51,👍👍
Ale Fasttech,5,2022-01-15 04:56:54,terima kasih ke pak atas kesabaran nya terhadap customer
Nasrullah Asrul,5,2022-01-15 04:54:43,driver nya baik makasih maxim
Asri Della Monika,5,2022-01-15 04:51:16,mas rianullah sangat ramah🙏
ine mariyanti,5,2022-01-15 04:46:27,masih murah dan bagus pelayanannya
Chandra Anda,5,2022-01-15 04:38:31,"jemput nya gak. Lama. orangnya juga Ramah, ngebantu sy angkat beras. perjalanan. nya Enak dan Aman."
Ahmad Ocha,5,2022-01-15 04:37:10,good
Aris Setiawan,5,2022-01-15 04:34:57,"DIBALIK KEMURAHAN TARIF , ADA SEORANG YANG MERASA DIRUGIKAN . YAITU DRIVER"
robby robby,5,2022-01-15 04:30:17,driverx ramah
Ardiansyah Sastra,5,2022-01-15 04:26:41,akor nian
Yan Zikry,5,2022-01-15 04:25:38,terimakasih pak
Qika Lubis,5,2022-01-15 04:22:15,keren maxim
Firda Us,5,2022-01-15 04:19:46,okee
Maria Contesa,5,2022-01-15 04:05:14,Terimakasih abang....Top Markotop... Tepat waktu....
Yesi Okta,5,2022-01-15 03:56:02,bagus
Farilanda ilha,5,2022-01-15 03:51:08,maasyaaAllaah
Nano Umboro,5,2022-01-15 03:40:53,driver ramah
Ternak Unggas Al Afif,5,2022-01-15 03:33:07,sangat ramah 👍👍👍
Rajadi Rajadi,5,2022-01-15 03:29:10,sangar membantu untuk bepergian
Bastian Stel,5,2022-01-15 03:23:06,Maxim aplikasi yang membantu
Dava Andre,5,2022-01-15 03:09:21,ramah
Rama Maloka,4,2022-01-15 03:09:10,pengudi ramah dan baik
m.hafizh rabbani,5,2022-01-15 02:51:21,mantap
Vega Zr,2,2022-01-15 02:51:00,Tidak ada tombol percepat
ATR minang,5,2022-01-15 02:47:31,ok
Maulana Malik Al Kahfi,5,2022-01-15 02:40:05,Terimakasih
Bakal Sugih,3,2022-01-15 02:37:58,Ini aplikasi tolong di perbaiki.. gila banget gue pesen 1. Malah dpt 5....wonv edan
Yane Nurul,5,2022-01-15 02:36:17,drivernya ramah..cepet sampenya juga..
Azray 86,5,2022-01-15 02:20:30,"Sangat membantu customer, super murah 👍👍👍👍"
Marisha Siltafany,5,2022-01-15 02:19:42,Terimakasih
Chandra Chitompoel,4,2022-01-15 02:14:18,Baik
Andre Felix,5,2022-01-15 02:11:56,"Order telah dipenuhi oleh: Arianto dengan Motorcycle, warna merah, nopol BE6199RP. Terima kasih atas perjalanan Anda!"
ima mukaromah,5,2022-01-15 02:07:57,Terima kasih banyak
Farida Umi Inayati,1,2022-01-15 02:01:18,Input alamat sering tidak terdeteksi.. Alamat tdk tercantum.. Dan kita gak bisa nulis manual.. Aneh
Channel R.N,5,2022-01-15 01:54:32,driver maxim sangat membantu. terimakasih
Batam Kepri,5,2022-01-15 01:52:57,good
Nanjar Sanjaya,5,2022-01-15 01:51:59,pertama order Maxim driver nya baik banget makasih ia..
Vicky Apriyana Firdaus,5,2022-01-15 01:47:17,terima kasih 🙏
Bunda Mishary,5,2022-01-15 01:45:10,"harga bersahabat, jauh lebih hemat, dan ada layanan fasilitas pijat"
Yohana Caroline Totoda,5,2022-01-15 01:40:16,👍
Tya alfriana,4,2022-01-15 01:34:50,baik
Yurri Rizki,4,2022-01-15 01:23:00,ramah dan nyaman dlm berkeendara
Yoga Kurniawan,5,2022-01-15 01:11:12,ramah
Dede Rastavara,5,2022-01-15 01:06:44,bagus
edy casela,5,2022-01-15 01:06:10,mantap...
Lutpie Fauzi,5,2022-01-15 01:04:07,tetap semangat walau hujan . jos
AteXus KutusKutus,1,2022-01-15 01:02:13,Transportasi ojek online dengan map paling jelek harga paling ekonomis tapi percuma kalau kita susah menentukan titik jemput dan titik sudah 2 tahun Maxim tidak diperbaiki problem bikin jengkel !!!!!
Aldho Kusuma,5,2022-01-15 01:02:10,Driver Ramah...
Agus Gusti,5,2022-01-15 00:51:25,ramah banget
Dedi Suwantoro,4,2022-01-15 00:43:27,mantap
Suprik AGO,5,2022-01-15 00:42:17,bagus
oMJimz Channel,5,2022-01-15 00:39:19,terima kasih atas pelayanannya🙏🙏🙏
Vian Petor,5,2022-01-15 00:38:45,"supel,"
Ayu 04052016,5,2022-01-15 00:38:20,sangat bermanfaat bagi semuaa
ABDE PRATAMA PURNA,5,2022-01-15 00:34:32,drever ramah dan baik sekali. good job buat drever dan sehat selalu 🙂
Roy Cand,5,2022-01-15 00:33:22,ok
respeck id,5,2022-01-15 00:31:06,kurirnya gercep responya cepat
Maria Sinaga,5,2022-01-15 00:30:15,murah dan aman 👍👍👍🙏 trimakasih
Muhammad Gustaf Hamdani,1,2022-01-15 00:29:25,"Map belum lengkap, ui yang mononton"
Nurfitrah,5,2022-01-15 00:28:46,bagus
Susah Tidur,5,2022-01-15 00:04:34,Top
Siput Siputih,5,2022-01-15 00:03:44,driver baik. smangat kaka
Nayla Natasya,5,2022-01-14 23:54:59,😊
VANYA BROWNIES,5,2022-01-14 23:32:55,terima kasih...dilancarkan selalu rezekinya
Boby Abdi,4,2022-01-14 23:21:23,titik jemput masih manual plotting
Doni Gusari,4,2022-01-14 22:57:38,"Order telah dipenuhi oleh: Dodi Haryadi dengan Suzuki Ertiga, warna putih, nopol BA1057AL. Terima kasih atas perjalanan Anda!"
Rifki Hidayat,5,2022-01-14 22:25:40,terimakasih
Zwie Dha,5,2022-01-14 22:06:29,Trimksih
Putra Jaya,5,2022-01-14 21:10:04,pelayanan sangat baik
YOLAN MELDI SAPUTRA,1,2022-01-14 20:36:24,Aplikasi ga guna masa iya pas pesen mampir di fotokopian bentar fi tingalin dong di chat ga balas balas sangat ga recoment
Wisnu Mubarok,5,2022-01-14 18:12:36,mantap👍👍
Samsul Huda,5,2022-01-14 17:55:20,ok
Saya Ningsih,5,2022-01-14 17:04:01,sangat baik dan ramah
"Moh.Hanief Hambali,ST",5,2022-01-14 16:58:07,lumayan 😀
Rafli Wahyu Saputra,5,2022-01-14 16:57:16,sangat baik dan frendly
Lusi Syam,5,2022-01-14 16:55:23,takkan kelain hati
deni febrian,5,2022-01-14 16:39:58,mantap
"Ferijana Habibie, SE, MM.",5,2022-01-14 16:37:51,"katanyaaa kakk ramaaaah, jdi di suruh kasih bintang 5"
Castali Neta,5,2022-01-14 16:03:33,"ramah, cpt, sopan"
Dasha Alifya,5,2022-01-14 15:46:25,Harga terjangkau
Pelangi Reklame,1,2022-01-14 15:43:08,"Aplikasi tek berguna.. driver se enaknya main cancel, dan bilang pesanan anda udah terpenuhi..gilaak, naik ke motor drivernya aja kagak..emang parah maxin sekarang, mending pindah ke gojek atau grab biar lah mahal tapi sopan dan tidak mau main cancel2"
Samsul Hakim,5,2022-01-14 15:23:02,Baikkk banget... firsttime dapet driver terbaik kek dia. sukaakkkkkk bangetttttttt perjalanan bersama maxim memang the best .... 😍😍😍❤️😍❤️😍❤️😍❤️
Abdul Qadir,5,2022-01-14 15:22:54,baik
Eka Puspita,5,2022-01-14 15:09:31,makasih ya pak
Lambe Tube,5,2022-01-14 14:50:39,sehat selalu pak
Arman Jie,5,2022-01-14 14:45:29,layanannya sangat baik
Sandika Putra,5,2022-01-14 14:41:09,"sukses selalau para driver maxim, palayanan sanggat puas ramah sopan"
Andi Asmar Wirawan,1,2022-01-14 14:26:53,Aplikasi paling buruk 👎👎
Riduwan Betser,5,2022-01-14 14:14:54,terimakasih kk
Codoyk cod,1,2022-01-14 14:06:31,Susah di buka
Yos Harut,4,2022-01-14 14:03:33,Estoy satisfecho por servicio de ustedes
Muh rafli,5,2022-01-14 14:01:52,bapaknya baik tawwa
Muhammad Media Fadli,5,2022-01-14 13:59:55,Terima aksih bnyak
Manja Lucu,5,2022-01-14 13:59:50,driver sabar dan mau otw meski dari jauh
Ira Puspita,2,2022-01-14 13:57:50,titik2nya blm sempurna. masa yg dikirimnya siapa jg tdk ada t4 utk info nomor hp nya permah ada driver kirim ke rmh saya. tanpa nanya apa2 dia lgsg maen kasih aja. pdhl salah rumahnya... dia jg ga nanya2 dl apakah betul penerimanya nama siapa nomor rmh betul ga... lgsg maen kasih2 aja... untung sy cari. sudah hampir dibuang sm tetangga saya. parah
Cika Devina,4,2022-01-14 13:56:09,kbnyakan tidak mau jmpt
Sukma DewI,5,2022-01-14 13:54:15,ramah bangett
muslihun lihun,5,2022-01-14 13:42:58,baguus puas bangeet
ham bali,5,2022-01-14 13:33:53,Mantap dan sangat membantu
Harum Kresna 37,5,2022-01-14 13:24:21,terima kasih
Elza Ayu,5,2022-01-14 13:20:35,good
Widada Widada,5,2022-01-14 13:00:23,terimakasih bayak .. top Deah maju trs maksim
Taupik Hidayat,5,2022-01-14 12:59:36,puas sekali pke maxim
Arfan Paal_Merah_CCTV,5,2022-01-14 12:58:46,mantap
Nurfadhilla,5,2022-01-14 12:58:14,oke. bagus banget
Haris Man,4,2022-01-14 12:54:46,good
Anas Tgk,1,2022-01-14 12:51:09,Aplikasi ap ini ak order cuma tunggu ak belik rokok udah marah2
RF PANDU_14,4,2022-01-14 12:36:13,"Tolong Pihak Maxim Map Nya Di Tambahin, Jangan Kota Masing"" Kalo Bisa Se Indonesia😄"
Kucing Kucingg,2,2022-01-14 12:33:29,"aplikasi gajelas, driver kadang gajelas juga"
yelda Haning,5,2022-01-14 12:29:22,terbaik
Denny Andi,5,2022-01-14 12:27:56,mantab
Meriyanti Pobi,5,2022-01-14 12:27:30,baik dan ramah
Amel Umar,5,2022-01-14 12:17:27,Sangat baik dalam perjalanan terimakasih 🙏🙏🙏
Yanthi Chu,5,2022-01-14 12:14:42,"amanah, ramah. makasih.👍"
Capung Jarum,5,2022-01-14 12:11:16,Mantab 👍👍
Ahmad zaini,5,2022-01-14 12:00:19,Sangat membantu dan sangat ramah
Misbakhul Marley,1,2022-01-14 11:47:08,Susah di gunain untuk beli makanan terlalu ribet
Horas marsada chanel,5,2022-01-14 11:22:09,terimakasih
Hoki 99,5,2022-01-14 11:21:27,bagusss sekali
Cheon Ma,1,2022-01-14 11:13:10,"Mantep nih aplikasi, drivernya banyak alasan padahal udh sampe rumah tapi minta cancel dengan alasan ga jelas dan juga tujuan bisa jadi lokasi jemput hebat banget emang."
Nilam Cahya,5,2022-01-14 11:10:43,terimakasih
Suhendar Hendar,4,2022-01-14 11:03:57,driver ramah
Noey Aurora,3,2022-01-14 11:02:30,"Adain kode promo donk,"
Dini Lestari,5,2022-01-14 10:52:45,Baik dan ramah
dira kanza,5,2022-01-14 10:49:45,makasih pak
Rizwan kalalo,5,2022-01-14 10:46:24,"mantappp cepat sesuai lokasi, trims babang maxim"
Mitramandiri Mandiri,5,2022-01-14 10:45:34,top
Siti Rahmawati,5,2022-01-14 10:42:14,pelayan bagus
saldhy As,5,2022-01-14 10:33:59,sangat membantu
Eddy Triyadi,5,2022-01-14 10:25:16,ok
Eman Kenshi,5,2022-01-14 10:16:45,kurirnya cepat dan ramah
yoga mansyur,5,2022-01-14 10:03:44,drivernya oke sampai mau bantu urus masuk sampai dalam. sukses terus maxim
Sandi ROBTS,5,2022-01-14 10:00:15,keamanan baik
Zhang Fu Jing,1,2022-01-14 09:59:28,"Kenapa sih kalo pas hujan, cari mobil maxim susah cari pengemudinya. Pada di up harganya. Ribet jadinya. Yang mau buruburu pulang jadi susah.lama."
Nhurjana Lakaseng,5,2022-01-14 09:45:40,baik
ridho mendrofa,5,2022-01-14 09:30:13,drivernya ramah
benk sky,5,2022-01-14 09:23:22,terimakasih
Sandra Pasca Gempita,5,2022-01-14 09:15:41,👍
Arka athalla,5,2022-01-14 09:09:43,ramah
Ferdi Effendi,5,2022-01-14 09:09:04,"tepat,cepat & ramah"
Ibrohim Ajah,5,2022-01-14 09:04:16,trimakasih driver nya baik da sopan...
Om Gundul,1,2022-01-14 08:55:39,"Tarifnya terlalu murah, customer senang, maxim senang deiver ancur 🤣"
