userName,score,at,content
yona christofer,1,2022-01-17 11:37:47,"oder pertama kali dapat driver, sinyal driver hilang kasian banget belum bisa di pick up sm drivernya. tolong dong di perbaiki aplikasi drivernya lebih soft mengikuti saluran jaringan data yang dipakai drivernya. Akhirnya saya cancel saya manualkan soalnya sudah sampai rumah saya, dan kata driver oderannya ilang di aplikasi dan sinyal juga ilang, di aplikasi saya masih ada oderannya"
Avriliani Idris,5,2022-01-17 11:22:44,bgus
Makan Nasi,5,2022-01-17 11:22:19,good
Maranda Hermolina,5,2022-01-17 11:20:28,Pertama kali pakai🙏Oke👍 kalo bisa perbanyak pengemudinya aja🙏
Hizkia Apripradana,5,2022-01-17 11:17:41,trimksih xim
Ady Ypcs,5,2022-01-17 11:17:00,Drivere ramah
Syamriadi adi,4,2022-01-17 11:09:21,tidak menyediakan mantel waktu hujan
Andre Arfan,5,2022-01-17 11:08:25,"makasih telah mengantar dengan selamat ,pk sopir nya baik juga ramah"
Rina Sulastri,5,2022-01-17 11:05:22,dalam perjalanan todak membosankan
Muhammad Abrary,5,2022-01-17 11:00:10,"mantap,terima kasih.👍👍👍👍👍👍"
Aimah Khu,5,2022-01-17 10:54:44,on time
Agus Budianto,1,2022-01-17 10:53:28,"Nongkrong di jakut dpt order di jakbar..!! Eh nganternya ke jakut tempat gw nongkrong lagi....!! Dapet OPIK nmr kantor di tlp gk bisa....!! Buang"" pulsa...!! Dmi Tuhan kl u msih waras jgn ikut ini deh."
jei pqmail,5,2022-01-17 10:52:07,excelently
Alfriano Rino,5,2022-01-17 10:46:39,sangat ramah...good
Mutiara Silviani,5,2022-01-17 10:44:33,keren
DIAN SETIYAWAN,1,2022-01-17 10:34:28,Aplikasi taiii ..macam apa saja klau dekat penxarianya lama dan supirnya nolak tapi klau jauh berwbut goblokk bngett aplikasi ngak guna ng bisa bntu
Mia Kamal,5,2022-01-17 10:21:13,Maxim mantap
Serlin selvina seva,5,2022-01-17 10:17:46,sangat baik
Mass Igoy,4,2022-01-17 10:15:56,good 👍
SUHAR YADI,5,2022-01-17 10:14:39,Oke
agung sunariyadi,5,2022-01-17 10:02:00,Mantappp Pelayanannya.......murah
Rian Perdana,5,2022-01-17 10:00:28,tepat waktu
Ramdan Btutihe,5,2022-01-17 09:53:10,driver baik
Isoer 712,5,2022-01-17 09:43:06,pengemudi ramah
Hendro Eko,5,2022-01-17 09:41:30,cepat dan terjangkau
Widiandika Triwibowo,5,2022-01-17 09:37:19,Peta nya kurang jelas. Карта не четкая.
unero juli,5,2022-01-17 09:29:02,baik
rudi anto,5,2022-01-17 09:28:09,trimakasih 👍👍
Febri Lies Syahaya,1,2022-01-17 09:12:06,"Driver kasar, ngatain cs pakai bahasa binatang!"
Siti Khoiriyah,5,2022-01-17 09:11:13,bapaknya sangat baik dan ramah makasih 🙏🏻🙏🏻
wirafitra anggraini,5,2022-01-17 09:10:50,"driver baik ramah dan sangat sabar, terimakasih driver"
Nur Yanti,5,2022-01-17 09:04:37,baik
Mahin Mahin,5,2022-01-17 09:04:24,thank you....
Feri Thabroni,1,2022-01-17 09:03:46,Mending pindah aplikasi aja deh ntar nyesel nunggu lama
Suherman Pridipta,5,2022-01-17 09:03:17,luarbiasa
Titik Naharoh,5,2022-01-17 08:58:06,gercep banget
sri hidayani,5,2022-01-17 08:49:09,sangat ramahhhhhhhhh suka di ajak ngobrol biar tidak boring
Nur Rahmatullah,5,2022-01-17 08:46:28,Thanks Maxim
Yenni Marlupi,3,2022-01-17 08:45:13,tolong aplikasi pengorder ini permudah mencari rute krn setiap ingin memesan di buat bingung dengan maps kalau mau memasang titik lokasi .... nti bintang nya aku tambah lg ...smntr ini sy ksh 3 bintang dlu ya 🙏
Noneng Noneng,5,2022-01-17 08:28:17,mantap
Zul Kifli,5,2022-01-17 08:22:32,ramah
Tina Martina,4,2022-01-17 08:21:32,maxim murah tapi bila nyari maps masih susah order jadi slah alamat mohon di pwrbaharui untuk maps nya
fahrezi fanani,4,2022-01-17 08:20:04,"tingkatkan kembali untuk order makanan, karena tidak terlihat/gambar dari makanan😊🙏"
Fitrianti R. Badolo,5,2022-01-17 08:09:23,Pesanan di antar secepat kilat. Trimakasih
Ria Wijiyanti,5,2022-01-17 07:54:22,lebih ditingkatkan lagi...biar makin maksimal
Munawar Munawar,5,2022-01-17 07:42:21,mantap
Ahmad Nur Rahman,5,2022-01-17 07:35:11,belum tau caranya mau top up saldo euyy
Bunda Wico Wico,5,2022-01-17 07:29:02,supirnya ramah dan info kasih kabar
JAINUL RAHMAN,3,2022-01-17 07:28:27,"Pelayanannya kurang baik, saya baru pertama kali pake aplikasi maxim, terus pesan taxi untuk jemput saya. Tapi supirnya ga ketemu ketemu sama saya, padahal sudah saya jelasin pakaian saya seperti apa, terus di map juga sudah jelas posisi saya. Tapi malah drivernya malah marah marah ngata ngatain saya main main. Padahal saya juga kepanasan nungguin, coba kek kalo ga ketemu tinggal ditelpon, ini malah marah terus suruh saya cancel. Yasudah saya cancel plus saya hapus aplikasinya. Mending gojek"
Nurul Rachmayani Sadi,4,2022-01-17 07:25:40,"overall bagus, tp paling males kalau si drivernya malah berani ngechat ke wa pribadi."
Elfan Fander,5,2022-01-17 07:24:23,semangat
"THaKIm,INv",5,2022-01-17 07:24:16,semoga begini terus
Lala Hamzah,5,2022-01-17 07:20:52,bagus
darwis faky,4,2022-01-17 07:15:13,siip..thx
Nita Ita,5,2022-01-17 07:13:02,"sopir ramah , perjalanan lancar"
Purwanto Wanto,5,2022-01-17 07:10:13,mantap abang nya
daffa dhiyaulhaq,5,2022-01-17 07:07:22,baik
Sukma Jaya,5,2022-01-17 06:57:45,sangat baik
Kokom Komariah,5,2022-01-17 06:45:02,"supirnya ramah , ganteng, baik hati , tidak sombong , rajin menabung , terimakasih pak agus"
Andrie Hartono,5,2022-01-17 06:39:12,diperbanyak drivernya jika larut malam. tq
Eric02 GAMING,5,2022-01-17 06:38:08,bagus
Iwan Kurniawan,5,2022-01-17 06:37:41,"mobil nya wangi, pergemudinya ramah.. 👌"
Lasri Deti,5,2022-01-17 06:33:39,mantap
Pengangguran Militan,1,2022-01-17 06:31:05,Aplikasi yang memperbudak driver
Chillo Glowy,5,2022-01-17 06:28:17,murah... tapi peta nya bikin 😕
Ira Nadira03,5,2022-01-17 06:27:45,bagus
grup gasak,5,2022-01-17 06:27:21,tks maxim🙏
18. Karina Putri Nur Azzahra,1,2022-01-17 06:26:04,Gua heran kok sudah di cancel masih aja tetep nongol driver yg di reject tadi tolong perbaiki ya maxim
Agung Soebandiyo,5,2022-01-17 06:24:11,pelayan baik
Indra Maulana,1,2022-01-17 06:22:05,"tidak disarankan,"
HAFIS RISKILLAH,5,2022-01-17 06:21:45,sangat baik
Kori Rispina sari,1,2022-01-17 06:19:50,"pengemudi mengancam saya ,dengan bhasa santet dengan alasan sy mempermainkan kn"
Rini Manday,5,2022-01-17 06:19:27,"sangat baik ,,tambahi promonya donk . yg murah"
Sumitro Adawiyah,4,2022-01-17 06:15:58,"agak lama nunggu mobil, dan sampai tepat waktu seperti perkiraan ke tujuan"
Agam Desta,5,2022-01-17 06:10:27,mantap
Denny Sam,5,2022-01-17 06:04:56,baik
Exell Dewi,1,2022-01-17 05:44:10,Donlotd nya susah
Ranto Ranto,5,2022-01-17 05:41:06,terima kasih
Misha Erick,5,2022-01-17 05:40:51,abng baik rama...dan amanah☺️ trimksh buat bg ojol nya trmiksh atas kemudhn nyq
3B-19_manoa silambi,5,2022-01-17 05:35:41,baik
Rah Ima,5,2022-01-17 05:12:19,"sangat baik driver nya. smga beliau di berikan kelancaran rezki nya terimakasih pak ojek. terimakasih banyak sudah antar sepupu sya. sampe di tungguin karna sepupu sya ini gak ad HP nya. terimakasih banyak pak. smga lancar trus rezki ny, di beri kemudahan, sehat selalu pak"
Yohanes Kmurawak,5,2022-01-17 05:12:17,makasih sudah antar kami tiba dengan selamat sampai tujuan 🙏🙏🙏🙏
Iksan Ramadhan,5,2022-01-17 05:01:16,ok
Dan Zip,5,2022-01-17 04:57:12,ok
Rudi Saputra,5,2022-01-17 04:51:20,"nyaman dan murah, enak pokoknya"
Muhammad Fadhil,5,2022-01-17 04:47:58,ok
Boys and Hobby,5,2022-01-17 04:44:06,sangat ramah 👍👍👍👍👍
Ai Siti syahidah,3,2022-01-17 04:38:07,siip good job
Ahmad Setianegara,5,2022-01-17 04:33:28,komunikatif
Amanda Pramesty,5,2022-01-17 04:31:07,momen lucu salah driver ama temen wkwk
Abun Taufik,5,2022-01-17 04:16:31,Kece
ArgaNov,5,2022-01-17 04:14:09,bagys
a.rahmat Sulaeman,5,2022-01-17 04:11:08,"baik,ramah dan rapih"
subhan rizki,5,2022-01-17 04:08:27,bagus
Nisa Oktavia,3,2022-01-17 04:02:48,Estimasi menunggu terlalu lama 🙄🙄🙄🙄
Jimmy Kamagi,5,2022-01-17 04:02:22,good
Uung Umertum,5,2022-01-17 04:00:05,oke mantap
Yuliani gui,5,2022-01-17 03:57:11,good service
aris dianto,4,2022-01-17 03:50:53,baik sesuai antaran
Febry Lestari,5,2022-01-17 03:42:08,OK
Naker Putra Lobowidu,5,2022-01-17 03:24:24,Mantap...cuman terlalu murah untuk para driver
Septia Wulandari131297,5,2022-01-17 03:18:43,oke
Juli Evi,1,2022-01-17 03:13:45,saya gk trima saya di turunkan di tengah jln..dan ongkos nya dia minta saya gk trima dan kecewa
Asriyani Asriyani,5,2022-01-17 03:09:27,perjalan sangat baik
zaid rahmansyah,5,2022-01-17 03:06:11,"pelayanan bagus, murah"
Bani Aji Kurniawan,5,2022-01-17 03:00:57,Terima kasih pak
Djasmanto Mantok,3,2022-01-17 02:58:06,cukup
kasiyanto brasileiro,5,2022-01-17 02:54:55,driver baik
Ibrahim Bilal,1,2022-01-17 02:52:52,"Driver nya milih milih .harga juga mulai standar, intinya susah dapet"
Rahmadhani Syam,5,2022-01-17 02:48:08,baik
Zainal Arifin,5,2022-01-17 02:45:18,Ok
Hamzah Ahmad,5,2022-01-17 02:31:47,sangat baik
ida mardiana,5,2022-01-17 02:30:48,kadang nunggu driver nya lama karena ga semua titik ada tapi harganya lebih murah dibanding ojol yg lain.
VVD chanel,3,2022-01-17 02:26:30,tlong klw order jaket maxim nya di pakai
Cintia Faradillah16,5,2022-01-17 02:23:23,abangnya ramah banget
Bing Riska,5,2022-01-17 02:18:50,terima kasih bapaknya baik
Yuli Budiasti,4,2022-01-17 02:17:12,"terimakasih, sangat membantu."
WIWIN EKA AFRILIA,5,2022-01-17 02:07:13,Terima kasih
Alpian Sandika,5,2022-01-17 01:59:36,cepet bgt penjemputannya
Pawit Ahmad,4,2022-01-17 01:58:47,Map nya tolong di perbaiki masa cari nama tempat ga ada
Irawaty Hidayat,5,2022-01-17 01:47:05,terima kasih 🙏
Oki Ade saputra,5,2022-01-17 01:45:11,"Maxim sekarang sudah ramai, ramah di kantong"
Widia Hani Sumbayak,5,2022-01-17 01:40:37,harga murah
eka ebbem,5,2022-01-17 01:40:37,terima kasih dengan pelayanan yang baik dan tepat waktu
Sugianto Sugianto,5,2022-01-17 01:22:41,sangat memuas kan
Yonathan Adie,5,2022-01-17 01:22:36,ramah
Ayuk Fitria,5,2022-01-17 01:20:17,"cepat , dan ramah"
leyon renty Ngasu,5,2022-01-17 01:15:58,oke
Alfiyati Watianan,5,2022-01-17 01:04:28,thank u maxiin
budi kurniawan,5,2022-01-17 01:02:24,cepat
Ikbal Bone,5,2022-01-17 01:01:00,"the best, semangat !!!"
rahma yanti,5,2022-01-17 00:55:12,si aa yah ramah
Erna Ratu Eda,5,2022-01-17 00:39:07,bagus dan murah...
Sri juli Hutabarat,5,2022-01-17 00:39:00,baik dan nyaman
Muktar donika Yusafri,5,2022-01-17 00:35:55,MANTAP TARIF MURAH DAN CEPAT... SANGAT MEMBANTU SEKALI..... PERTAHANKAN TERUS KONSISTENSI NYA...
Ahmad Sukri,1,2022-01-17 00:34:57,Blm
Kamelia Kristin,1,2022-01-17 00:27:52,"Gue dimaki2 driver gara2 app lo error gue gabisa rubah titik penjemputan sm tujuan pengantarannya, please perbaikin app lo sm kelakuan driver lo yg ga sopan santun! Percuma harga murah not worth it"
Wiwiet Meryanthi,5,2022-01-17 00:25:31,baik sekali ..ramah
marlon makaudis,1,2022-01-17 00:21:48,Min masalah baru nic kalau pesan mobil kok susah banget konek sama pengemudi... Please Min cuaca skrng kurang bagus(hujan) kalau pesan motoR🙏🙏🙏🙏
Qolby Dian Ningrum,5,2022-01-17 00:20:20,baik tepat waktu
Samuel Suherman,4,2022-01-17 00:07:09,lumayan
Reffan cungkring,5,2022-01-17 00:07:02,terima kasih udh antar anak sy keskolah
CCC Ponsel,5,2022-01-16 23:59:28,terima kasih...
Abel Bardika,5,2022-01-16 23:55:51,mksh pak SDH diantar ank saya sekolah
A Fardian,4,2022-01-16 23:50:11,"Driver sering salah baca titik, padahal sdh disesuaikan. mungkin perlu diperbaiki sistem map dari maxim"
Video KITE Chanel,5,2022-01-16 23:49:46,Driver nya di perbanyak lagi
Ayu Anggreini,5,2022-01-16 23:36:49,goooodddd
Puspa Dewi,5,2022-01-16 23:33:40,memuaskan dan pas dikantong...sukses terus buat maxim
8E Dafit febriansya asaidah,1,2022-01-16 23:32:56,"tolong dong di kasih batasan umur buat driver,salah rute malah jadi jauh bgt pas mesen kadang driver jauh bgt di titik lokasi penjemputan motor juga di kasih batasan buat kenyamanan customer"
Hari Yadi,5,2022-01-16 23:26:18,ok
Gin2 No,5,2022-01-16 23:07:50,Matab
Zulfianisa Rauf,1,2022-01-16 23:00:19,Kenapa maxim pnya wktu terbatas buat tunggu penumpang? Dan harga kalo lewat dari 5menit dari wktu tunggu langsung berubah. Sering juga si driver membatalkan orderan. Sangat tidak memuaskan
Aziz Cuan93,5,2022-01-16 22:51:16,makasih buat driver nya udh mau ngambil orderan saya walaupun jauh
ardian,5,2022-01-16 22:18:55,Terima kasih
Opik Azis,5,2022-01-16 22:15:58,"sangat puas, ramah lagi"
barry presley umbas,5,2022-01-16 21:56:39,terima kasih
ajie susenho,5,2022-01-16 21:48:58,cepet banget
Agus Tadjudin,5,2022-01-16 20:41:08,puas
Fatimah Azzahra,5,2022-01-16 19:56:25,Thanks... Xixixixix
Putri Hadijah,5,2022-01-16 19:26:46,order baik cepat
Bachri Reza,5,2022-01-16 19:01:39,kerenn
Lendy AR,5,2022-01-16 17:55:05,Great
Rani Permata,5,2022-01-16 16:47:29,baik
Aqhas Iqbal,5,2022-01-16 16:43:27,bagus aplikasi nya
Bapa Lia,4,2022-01-16 16:42:46,"Sangat baik harga terjangkau, mulai ad peningkatan"
Ahza Danis,5,2022-01-16 16:39:28,sya sangat suka dengan dteper ni
Angel Nia,1,2022-01-16 16:25:31,"Maps nya kacau, gak lengkap sama sekali meskipun murah jadi takut juga pakenya"
Mamah Jun,5,2022-01-16 16:04:01,mantap makasih
Fixs TV,5,2022-01-16 16:03:14,"TERIMAKASIH SUDAH MEMBANTU EKONOMI SELURUH RAKYAT INDONESIA UNTUK MENUJU PERJALANAN UNTUK BAPAK DRIVER/SUPIR , UNTUK ARGO TRIF PERJALANAN SANGAT MURAH DAN PAS DI KANTONG TETEP SEMANGAT UNTUK BAPAK PENGEMUDI DI MAXIM SEHAT SEHAT SELALU AMIN YRB... 😘😘😘😘😘❤️❤️❤️❤️❤️🤗🤗🤗"
Tri Jayanti,5,2022-01-16 16:02:43,trma kasih ya
Pinto Kurniawan,5,2022-01-16 15:46:54,supir luar biasa baik dan sopan sangat recomended
Malaikat Kecil,5,2022-01-16 15:43:42,"baik sekali, masnya."
Hendrik Aritonang,5,2022-01-16 15:31:06,mantap
Ritha Andryani,5,2022-01-16 15:23:32,tepat waktu tapi maaf sy batalin karena salah pencet
supriatna 1985,1,2022-01-16 14:50:24,Ngk jelas memang apa yg dipesen apa yg datang....
video macam macam,5,2022-01-16 14:47:42,bagus
Stevany Vany,5,2022-01-16 14:44:44,"mkch,playanan,Baek n ramah..😎👍"
Anisa Azizah,5,2022-01-16 14:38:32,"Terimakasih, perjalanan yang sangat nyaman"
Dewy Sary Wulan,5,2022-01-16 14:36:21,👍👍👍
Idrus Bin agil,1,2022-01-16 14:26:49,Kurang profesional
Ano Nim,4,2022-01-16 14:24:37,"udh bagus, murah juga tp syg pas pesan makanan gak bisa liat menu"
Anas Alhasby,5,2022-01-16 14:13:34,nyaman
Sri Wahyuni,4,2022-01-16 14:02:38,lebih mudah dn cpt dgn maxim...
Lafi Na'im,5,2022-01-16 13:55:06,mayan 👌
Cecep Sutisna,5,2022-01-16 13:53:13,mantap
Harlan Wijaya,5,2022-01-16 13:50:42,0k
Daffa Aditya,5,2022-01-16 13:34:14,Bagus
Dimas Adi Pratama,5,2022-01-16 13:33:34,👍👍👍👍👍
Ricks Noob,5,2022-01-16 13:31:42,"driver baik,sopan pelayanannya"
Rizma Alvaro Mahardhika,5,2022-01-16 13:25:13,sangat bagus
Daris Mohadi,5,2022-01-16 13:13:26,Mantapp
Kanthie Kz,5,2022-01-16 13:12:22,mantappp
Lina Lindaay,3,2022-01-16 13:11:13,Di Aplikasi 65rb stlh sampai tagihanya 82rb stlh itu drivernya mnta uang tambhan lagi....cukup tahu lah
Nurnanensi enchy,5,2022-01-16 13:07:30,kakaknya Sopan n baik makasih
Bayu Eka Pratama,5,2022-01-16 13:00:10,harga lebih murah dibanding kompetitor 👍
Ocha Persia,5,2022-01-16 12:59:33,terima kasih
Nurdayanti Hermawan,5,2022-01-16 12:59:07,"terimakasih banyak,,,semoga selalu dilindingi Allah dimanapun berada."
Ephie Fahmi,5,2022-01-16 12:57:55,baik
Menanti Menjadi Mantan,5,2022-01-16 12:56:59,"Maxim Itu Bagus Banget Cuman Banyak Orang Yg mau Menjatuhkan Maxim Karena Pendaftaran Drivernya Terlalu Mudah,,Preman Pun Bisa daftar maxim Dengan Mudah Tolong Pihak Maxim Di Perketat lagi Pendaftaran nya Biar Maxim Makin Maju Tindak Driver Driver nakal 👉👉👉👉👉👉👉 Ayo Pesan Maxim Harga Murah,Driver Ramah (Akun Prioritas),Driver Berkualitas"
khakha khafabih,5,2022-01-16 12:53:15,friendly
Sriagustiana Agusti,5,2022-01-16 12:52:45,Sangat bagus
Ria Agustina,5,2022-01-16 12:46:19,good
EniNuraini Hasanudin,5,2022-01-16 12:40:52,good
baung fishing,3,2022-01-16 12:40:42,tolong untuk petanya pakai yg trbaru
Dewi sartika,5,2022-01-16 12:35:06,mantappp
Lilik Kholiqurohman,5,2022-01-16 12:34:55,bagus
aryanto wibowo,5,2022-01-16 12:28:05,sangat bagus
Rio febrian Sinaga,5,2022-01-16 12:24:16,mantep
Adhy Aksa,5,2022-01-16 12:22:51,maaf..
Yulia FY,5,2022-01-16 12:09:24,"pelayanan ny baik,sopan terima kasih sudah mengantar kan saya ketempat tujuan..."
Ami Laily,5,2022-01-16 11:56:03,mantap... pesanan cepat sampainya.
mutiara dan indira,4,2022-01-16 11:55:02,Drivernya sesuka hati cancel orderan
Ely Supriyati,5,2022-01-16 11:53:36,good job
Pekan Baru,5,2022-01-16 11:50:50,terimakasih telah mengantar sampai ke tujuan
florensia ekasari,5,2022-01-16 11:49:50,drivernya amanah dan baik hati. thanks
Mulyani Syahfitri,5,2022-01-16 11:48:41,perjalanan nya nyaman dan cepat
Anto Hadi,1,2022-01-16 11:41:03,"Tolong mapnya ikut google aj g usah bikin maps sendiri, susah mau nyari titik alamat."
tyo geming tyo geming,5,2022-01-16 11:27:38,terimakasih banyak pak sudah mau mengantar kami tadi pesan Maxim sampai d cancel 2x... Alhamdulillah bapak mau ngantar kami... semoga bapak d beri kesehatan dan rezeki yang lancar ....amin
putra Sumut,5,2022-01-16 11:22:36,mkasi banyak ya bg
Samsung Kendari,5,2022-01-16 11:11:30,Aplikasi yg sangat penting untuk dijadikan sebagai tempat sarana transportasi tercepat n terpercaya lebih cepat n gesit... Mumudahkan u/ semua kalangan baik pegawai negri/ swasta / anak sekolah & ibu rmh tangga bahkan u/ tamu perhotelan yg sedang dlm perjalna tugas kantor maupun wisata & kuliner
Warlin Lim,5,2022-01-16 11:05:52,baik
Sukamantri Nugroho,5,2022-01-16 11:03:20,good
Meidi Kurniawan,5,2022-01-16 11:03:10,mantab Abang nya.aering keluar jln jauh bang biar lebih josssssss
asri surya,3,2022-01-16 10:59:13,data wilayah kurang lengkap
Mr. Lebow,5,2022-01-16 10:55:16,terbaik
sang pujangga,5,2022-01-16 10:50:45,baik dan tepat
Ulya Ismanto,1,2022-01-16 10:49:51,"Dapet ordernya lama+ jauh, tolong kalo ngerekrut driver jangan yang ngeselin toxic"
Makcik ngah,5,2022-01-16 10:41:32,sangaaat bagus.
Mulya Akbar,5,2022-01-16 10:39:43,sering adain byk promo
Rozina Khoerun,5,2022-01-16 10:30:42,Good
OMAT SU,4,2022-01-16 10:29:13,puas
brow Arip,5,2022-01-16 10:20:26,layanan nya mantaps ....
Nurul Asmi,5,2022-01-16 10:17:26,bapaknya ramah dan sangat berhati2 dalam mngantar barang
Antono Antono,5,2022-01-16 10:16:47,makasih drever
Arlen Kafa,5,2022-01-16 10:15:38,ok
Mida Musa,5,2022-01-16 10:06:24,the best
Ary Yoga,5,2022-01-16 10:03:41,mantap
Snap Alang-Alang,5,2022-01-16 09:42:13,drivernya ramah👍
Hendra Marwan,5,2022-01-16 09:40:15,mantap
Arini Shofiati,5,2022-01-16 09:35:29,Murah
mawaddah amin,5,2022-01-16 09:27:34,"Alhamdulillah. Bapak nya ramah, sopan"
Fauzia Sunardi,5,2022-01-16 09:16:03,supirnya ramah. terimakasih
Karmi_ Aceh,5,2022-01-16 09:06:03,mantap lah
Nurul Nurul,5,2022-01-16 09:00:45,sangat rama dan baik
Tian Tupang,5,2022-01-16 08:58:55,bintang 5
meedee fippo,5,2022-01-16 08:38:13,good
Ni Komang Putri Puspa Sari,4,2022-01-16 08:35:49,good
Dewi Rosaria,5,2022-01-16 08:34:15,good job
Wa Ode Sitti Hajar Rosalam,5,2022-01-16 08:18:16,Andalan
Rangga Arditya Gojek,5,2022-01-16 08:15:53,trimakasih pa.... semoga banyak rejeki
Riduwan Ibanez,5,2022-01-16 08:14:59,bagus
Sapri Scout,5,2022-01-16 08:14:04,mantap
Fendi Godon,5,2022-01-16 08:12:04,lancar nyampai👍👍
rina septiana,5,2022-01-16 08:10:19,trima kasih
Agung Saputra,5,2022-01-16 08:09:58,sangat nyaman
Siti Aliyah,1,2022-01-16 08:07:05,"alamat kurang akurat, grabcar cancel terus"
Novri 92,5,2022-01-16 07:56:14,ok
Rahmi Ovita,5,2022-01-16 07:49:00,Tepat waktu
Rre Krnna,5,2022-01-16 07:48:51,ramah
Hariana Ana,5,2022-01-16 07:27:52,sangat rama
Fadly Mangantjo,5,2022-01-16 07:24:24,mantap driver nya. tq Maxim .
Akbar Sri tanjung,5,2022-01-16 07:23:08,"sangat ramah , Maxim top bagus"
Arief Detective,2,2022-01-16 07:12:07,Mapnya tolong perbaiki. Titiknya tidak akurat.
komar Uddin,5,2022-01-16 07:06:29,mantap
Rini Ramadani,5,2022-01-16 06:59:45,Sangat Memuaskan
Fathandaulay Harianti,5,2022-01-16 06:57:29,"Makasih banyak bang, sukse selalu"
Yolanda Daufiek,5,2022-01-16 06:55:20,drivernya baik
ekotryono anes,5,2022-01-16 06:50:53,aplikasi bagus dan membantu..
Deddy Mulyana,5,2022-01-16 06:49:05,sigap
Dede Noercahyatie,1,2022-01-16 06:46:37,"Aplikasi susah d gunakan, masa iya mau pesen maxim harus hafal dulu nama jalan yg mau d tuju, misal mau ke Ramayana nah ramayana itu jl apa, kan kita mana tau aneh"
Herjun Kustolo,5,2022-01-16 06:45:50,ramah orangnya dan baik pelayanannya
Ananda Syaif,5,2022-01-16 06:41:47,pelayanan sangat baik
Fadli Dewifhirshah,5,2022-01-16 06:16:57,"mantap,,..!!"
Asep Eka Putra,5,2022-01-16 06:04:49,"Cieeee , yang kasih Rating rendah bintang 1,2,3 itu utusan dari aplikasi sebelah ya? Miris bangat pengen ngejatuhin aplikasi yang mulai naik daun dengan cara Provokasi kalau driver galak, minta ongkos lebih , ga sopan, dan hal jelek lainnya. Mana ada driver Maxim yang kaya gitu , mereka semua tuh takut Rating anjlok kali kalau bikin hal yang aneh aneh. Ada-ada aja tingkah orang suruhan aplikasi Ijo-Ijo ini. Hahaha"
Meita Dea,1,2022-01-16 06:04:11,"GA LAGI LAGI PAKE MAXIM, PESANAN GAK SESUAI"
Stop Flank,1,2022-01-16 05:38:05,"APLIKASI NYA UDAH BAGUS,CUMA KELAKUAN DRIVER NYA AJA KURANG BAGUS,KADANG NGEBUT,NEROBOS LAMPU MERAH,,PLEASE DITEKANIN LAGI KE DRIVER NYA SOPAN MINIMAL SIKAP JUGA DITINGKATIN,BUKAN KARNA MURAH DARI YANG LAIN JADI SEENAKNYA AJA,NYAWA INI TOLONG"
bocil gamer,5,2022-01-16 05:22:33,baik
Agung Saputra,5,2022-01-16 05:22:33,sopan dan santun
Thony Fathony,5,2022-01-16 05:18:11,pak maximnya ramah baik dan tepat wkt
Muhammad Iqbal,5,2022-01-16 05:10:43,mantap
Anisa Anisa,5,2022-01-16 05:03:50,"Driver nya baik banget, padahal hari panas, terimakasih"
Gibson Alfonso,5,2022-01-16 04:57:47,si aa yah ramah baik
Darwis Erik Simanjuntak,5,2022-01-16 04:54:25,Mantap
Candra Kusumah,5,2022-01-16 04:51:37,good
Fauzi Ahmad,4,2022-01-16 04:50:26,baguss
Mahira Azzarah,5,2022-01-16 04:44:55,pelayananx Bagus
Muhammad Niko Saputra,5,2022-01-16 04:40:09,lebih baik
Rius Battu,5,2022-01-16 04:38:29,bagus
Johan Gembreng,5,2022-01-16 04:35:45,Ok
Budi Martua,5,2022-01-16 04:35:08,mantap lah
Merlin Indri yani,5,2022-01-16 04:34:46,👍
Eka Dianti,5,2022-01-16 04:32:34,"humble si akang drivernya, 👍"
Alvira Griselda,5,2022-01-16 04:30:33,mantapp
Ali Jeihan,5,2022-01-16 04:21:38,terima kasih pak
Sitti hajilia Pou,5,2022-01-16 04:13:42,sngat cepat
Sardin Tambunan,5,2022-01-16 04:03:34,sangat puas
Sapu Ijuk,5,2022-01-16 03:38:50,sangat puas
Venny Christina,5,2022-01-16 03:24:44,baik sekali.. ramah
Djalu Gamis woro,5,2022-01-16 03:13:57,orangnya ramah enak di ajak obrol
Azizah Raisa,5,2022-01-16 03:12:07,terima kasih
Geza Nandita Giovan,5,2022-01-16 03:05:35,Pelayanan cepat dan baik
AhMuFy Ahmad,1,2022-01-16 02:59:46,"Bintang 5 GB ya wkwk, semangat Terus buar developer nya"
Mega Irawati,1,2022-01-16 02:57:43,"Tolong di perhatikan lagi buat google maps nya, banyak jalan yg g ada namanya Kenapa kurang di respon yah"
raka perdana,5,2022-01-16 02:53:45,ok
Mesjidil Husna,5,2022-01-16 02:49:06,good
ainun jariah,5,2022-01-16 02:41:46,alhamdulillah pengalaman pertama naik maxim ternyata nyaman
Nur Asadah,5,2022-01-16 02:34:00,sangat bagus
Damar woelan,5,2022-01-16 02:03:33,thanks bos
Didi Mulyadi,5,2022-01-16 02:01:45,Mantaaap. semoga lancar terus.
Robil Syaban,5,2022-01-16 01:57:48,makasih mas
Dian Dian,5,2022-01-16 01:33:02,bagus
Triani juma Tria,5,2022-01-16 01:08:08,mantab...Maxim...
Jaison Siringo,2,2022-01-16 01:01:29,bagus
Britney Fortuner,5,2022-01-16 00:59:51,Murah ongkirnya. Tapi sayang terkadang titik lokasinya gak bisa sesuai.
Cokie Mirror,5,2022-01-16 00:52:46,nuhun
Nαsyαh αzzαhrαh S. U,5,2022-01-16 00:51:45,bagus bangettt
