userName,score,at,content
Medy Desma,3,2020-08-22 03:20:21,"Saya membeli buku manajemen perbankan setelah saya periksa trnyta bukunya hanya muncul di app hp,di web atau lptp tidak muncul saran dari saya, sinkronkan app dan website sehingga mudh di akses dimana pun trma kasih"
Alif Imam Dzaki,3,2020-08-22 01:09:51,Mengapa di aplikasi tidak tersedia fitur keranjang untuk berbelanja buku sebagaimana yang ada di situs?
Azzam 15,5,2020-08-20 11:00:10,Semoga bermanfaat
Vani Clessya sagala,5,2020-08-20 06:48:54,"sempat kasih bintang 1 dan kesal krn app nya bermasalah, tapi ternyata diperbaiki secepat mungkin begitu kirim keluhan via email. thank you."
Felia Khairuna Firnanda,4,2020-08-20 04:50:19,"Sebetulny bagus,tp kok HR ini bukunya tdk bisa dibuka dan diunduh,pdhl sya sdh byr paket berlangganan dan berlaku sd 31 Agustus"
M. Fadhil Krisnawan,1,2020-08-20 01:59:35,Sedikit jdl bukunya 😡😡 tlg dibanyakin atau judul bukunya di buat semua
Rivaldo Ludovicus,1,2020-08-18 04:48:29,Tidak bisa sign in menggunakan gmail. Tolong diperbaiki
Muhammad Bajuri,5,2020-08-17 07:24:31,"Alhamdulillah, bagus sekali."
Mochamad Yusuf,1,2020-08-14 09:07:58,tidak lengkap.
Just Wafa,3,2020-08-14 09:04:49,"Terdapat bug ketika meng-klik ""beli"" Dan tolong tambahkan opsi wishlist. Dan juga bisa tambahkan opsi tmbahan metode pembayaran."
Indra Hartono,1,2020-08-14 00:31:49,"Ternyata konten buku non fiksi terbatas,, sy udah beli...katanya bisa akses buku2 non fiksi lebih dari 10.000... sy buka buku2 lain kok masih harus bayar... ya kecewa seh udah berlangganan, tidak sesuai ekspektasi. Kasi split menu donk atau kasi KODE PAKET LANGGANAN NON FIKSI mana buku yg bisa di akses mana yg bayaarr...Hadeeeuuuuh"
Untor Nambela,1,2020-08-13 07:23:11,"Apps masih jelek, kayak game pay to win.. saya sudah beli/berlangganan koran tribun Batam, saya beli pada opsi periode 8 Februari 2019, eh ternyata saya hanya bisa buka koran yang mulai 1 Minggu belakangan. Saya malah tidak bisa buka koran yg saya inginkan, ketika saya mau buka... Eh disuruh beli lagi, kan lucu.. nilainya -1 bintang dah, malahan ga usah kasi bintang Ya kalau memang tidak dapat di beli tidak perlu ditampilkan dong dalam pencarian la.."
m luqman abd,1,2020-08-13 04:34:21,"Hape rusak restart ulang ... pas instal gramedia digital, buku yang sudah dibeli gak bisa di Download lagi .... apess"
denmas angkara,5,2020-08-10 01:02:43,Inspiratif
Hanan Qonitah,2,2020-08-09 13:23:27,"fitur2 ebooknya dilengkapi lg agar pembaca tetap bisa mendapatkan pengalaman yg sama seperti membaca buku cetak. Terutama highlighter dan notes. Tambahin itu aja dulu deh serius. Lebih bagus lagi kalo highlight dan notes bisa disinkronkan dg cloud tertentu. Yg lain2: edit profil, wishlisht, night mode, pengaturan tampilan halaman (slide/scroll/etc) //agak menyesal udah terlanjur beli tp gabisa highlight dan kasi note. jadi ingin pindah di lapak sebelah aja hm."
moslem store,5,2020-08-09 13:13:45,Mantap
Miftahul Huda,5,2020-08-09 11:21:47,Saran fitur untuk tim developer gramedia: 1. Highlight pen kalimat 2. Fitur copy kalimat ke clipboard Overall aplikasinya bagus!
Dinda Dinda,4,2020-08-07 05:51:36,Sanggat Membantu
Angga WaluyyID,5,2020-08-07 04:46:16,Beloro idaman rt 003
Galuh Fakhni,3,2020-08-06 05:44:17,Kids premium nya ga bisa di akses.
Qqll Zzz,4,2020-08-04 06:20:08,Anwar zahid
MK.Laylha Love Story,5,2020-08-02 11:34:06,Baru buka sekali.
Viona,3,2020-08-02 11:21:31,Mau tanya..bedanya gramedia dan gramedia digital apa yah??
fauzi tikwanto,4,2020-08-01 14:05:30,good
Kaa Riska283,5,2020-07-30 14:03:28,Gk
Qonita Nisa,3,2020-07-29 05:24:50,"Baru buka,, Bagus"
Arynaa Azzahra,3,2020-07-28 19:46:26,"Sebenarnya enak dipakai. Tapi pemaksaan update. kalau gak di update gak bisa makai. Edit: gak kak, kalau gak di update gak bisa buka. Stuck di layar depan. Tapi thanks dah respon"
Havidz Khumaedi,1,2020-07-28 06:28:42,"Parah udh beli yg full premium, tapi hanya beberapa yg bisa di baca, seharusnya kalo full premium semuanya bisa di baca, tidak perlu bayar lg, dan akhir akhir ini aplikasi nya sering "" Tidak dapat terhubung ke server, silahkan cek koneksi anda"" Padahal sinyal bagus, pake wifi pula masa error dari server... Paarrrrahhhh sih ini, mending beli buku offline.!"
NAFISA ADZRA NUHA,5,2020-07-25 00:13:08,Sukses
tukiran wonogiri,5,2020-07-24 17:39:52,bagsu
Ufayu Channel,1,2020-07-24 13:46:20,"Saya mo tanya, apakah ebook yg di beli tidak bersifat permanen y? Saya sudah beli ebookny tapi ketika aplikasiny diperbaharui ebook yg saya beli malah tidak bisa di baca. Gimana ini min?"
Wulan Dari,3,2020-07-24 13:14:55,Bagus
Nurdin Lasdiwijaya,5,2020-07-24 04:29:08,"Saran: Coba perbaiki ebook reader di aplikasi ini Krn ada loading/buffer yg agak lama, ketika sy beli buku di playbook google, e-book reader nya sangat halus GK ada loading seperti baca di kertas sungguhan Itu saja saran sy makasih Makasih save cloud msh berfungsi, dr awal scoop THN 2015 akun sy GK hilang, semoga kedepannya bisa ada diskon untuk berlangganan, seperti zaman scoop, untuk yg komen dibawah pula mungkin bisa diatasi pemecahan solusi bagaimana?"
Bandot Leot,5,2020-07-23 20:15:59,Suka bekerja
John Alexander,2,2020-07-23 19:28:10,Google sign off yes...
Erna Luqiayana,3,2020-07-22 05:49:34,"Sayamembeli dg 45rb utk membaca buku mommyclopedia 78resep. Tp skrg saya tidak bisa menyelesaikan membaca dan diminta untuk membeli lagi. Mohon penjelasan ttg ini, saya mau beli lg dftar buku itu tdk ada. Jd bagaimana?☹️"
Sandy Mita,5,2020-07-20 13:19:28,Bagus
Nigora Simanjuntak,4,2020-07-20 08:47:31,"Kak, knp buku yg aku beli ga bisa di baca yah, pdhal ada pilihan baca tpi di pick ga bisa terbuka. Mohon verifikasi nya. Terimakasih"
Nasution Raffasya,1,2020-07-19 12:07:52,Bodoh
Retno juliani,2,2020-07-17 04:56:26,"Halo min mau tnya dong, Gramedia digital ini, buku yang dibeli hanya bisa dibaca online atau berupa e-books ya? Gak berupa hard copy?"
ratna padmanagara,5,2020-07-17 03:22:40,Gg
M Hilmi Azkia,1,2020-07-17 03:03:52,"Bintang 1 dulu, soalnya belum ada fitur: 1. Wishlist 2. Edit akun"
nf hatin365,1,2020-07-16 06:33:46,"Kok susah banget di download nya, padahal sinyalnya bagus"
Juraidi noor,5,2020-07-16 01:49:29,Luvv
Dhani Korut,2,2020-07-14 21:14:49,Lumayan
Saifullah Said,5,2020-07-13 09:27:59,Mantap dan keren
Rahmad Fauzan Nur Yahya,5,2020-07-11 07:29:25,Ok sangat bagus . Makasih
A05,3,2020-07-10 11:32:41,Dalam 2 bulan 2 kali upgrade 😥 Saran: tersedia penyimpanan di memori hp
Grace Josephine,5,2020-07-09 12:39:18,Sangat mempermudah saya untuk terus membaca walau tak bisa keluar rumah untuk membeli buku 😁.
Han Dee,3,2020-07-08 13:24:39,"Masih banyak buku dan majalah lain yg ga ada di versi digital, contohnya novel teenlit masih belum lengkap, novel luar, komik, dan majalah donal bebek, mungkin memang bermasalah karena lisensi digitalnya,terutama buku2 luar negeri, tapi kedepannya mohon diusahakan agar koleksinya makin lengkap, karna dimasa pandemi seperti ini susah kalo mau keluar untuk beli buku fisik"
Anisa Retno Kumalasari,1,2020-07-08 08:52:31,"Baru 3 hari langganan demi baca buku momyclopedia yg 78 resep mpasi udah gk bisa dibuka lagi, udh komplain lewat IG, lewat email, blm ada kejelasan, payah"
Mns Channels,1,2020-07-07 15:48:21,Komik The Knight in The Area ( Area No Kishi) kenapa nggak ada lg min.. Kecewa banget...
Elviyonita Kune,5,2020-07-07 15:23:57,Good
Kojar Doang,5,2020-07-06 13:16:27,ok
Aulia kh,5,2020-07-06 12:54:19,"Suka bangett, bener2 pas buat yang suka baca tapi mager keluar buat beli buku. Sampe saat ini belum pernah nge bug atau bermasalah sih appnya, cukup lancar dan user friendly. Barusan dapet promo dari sma*tf**n juga buat free trial sebulan, Thank youu! Semoga kedepannya bisa lebih bagus lagi, jadi bisa terus langganan package nya 🌻"
Fa Licht,2,2020-07-06 12:52:12,"Halo, kak. Beberapa malam kemarin sudah berhasil bayar langganan full premium package, tapi kok semua buku masih terkunci ya... Mohon pencerahannya yaa. Sudah email ke cs, tapi belum ada tanggapan. Terima kasih"
Nuraliah Sofyan,1,2020-07-06 11:27:47,Ngupdate melulu. Masalahnya updatenya lelet. Dan kalo gak ngupdate wassalam deh buku-buku dilanggan.
Slow Present,3,2020-07-06 07:32:58,Mayan
Ida widaya,5,2020-07-06 04:41:32,"Kak admin, saya update tgl 5-6 juli tapi kenapa blm bisa sampai sekarang?"
april lia,1,2020-07-06 04:14:12,"Saya kecewa deh, saya beli e-book 78resep mpasi katanya berlaku 1bulan. Baru 3hari sudah gk bisa dibuka lagi, mana e-book nya belum semua dibaca. Lain kali kasih tau kalau memang programnya gk bisa sampai 1 bulan biar kita gk jadi beli. Dan bilang mau diproses ternyata gk bisa!!"
Hadi Wijaya,5,2020-07-06 00:52:00,Bagus
Maurina Pratiwi,3,2020-07-05 17:27:11,kenapa semua aplikasi sekarang ini harus diupdate terus ya
anak maanyan,5,2020-07-05 14:38:22,Koleksi buku yang disediakan sangat lengkap.
Muhibuddin Perwira Negara,5,2020-07-05 14:11:49,Harapannya makin banyak koran dan majalah yang premium
Mpo Ati,5,2020-07-05 13:15:44,N .Z
Dwi Srihandayani,1,2020-07-05 10:34:12,Aplikasi kok nga bisa kebukavgimna caranyavyah
Dhee Eccedentessiast,3,2020-07-05 04:08:36,"Kasih 3 bintang dulu. Sayang, Gramedia tidak ada paket khusus komiknya dan buku2 terbitan non gramedia"
Thalhah Syamsul I,3,2020-07-05 02:55:56,Rada lemot. Padaha sinyal bagus.
Soulmath Lina Purwati,5,2020-07-05 02:08:37,Nyaman buat baca dan murah meriah
Panca Erlangga,4,2020-07-04 23:38:33,Rekomen
Ricky Fatria,5,2020-07-04 20:21:33,"Terima kasih banyak sudah membuat aplikasi ini, membaca menjadi lebih mudah dan nyaman. Kita bisa bebas membaca buku apa saja hanya dengan membayar pulsa sekitar 20rb. Kereeeeennn"
AGUNG SULISTIYONO REMBANG,5,2020-07-04 05:59:53,SEKARWANGI REMBANG FB
Sano Sempati,1,2020-07-03 22:24:05,Akun saya d suspend selama 25 hari itu kenapa ?
Foolish Hungry,1,2020-07-03 22:23:01,Akun saya tiba2 disuspend 25 Days padahal baru beli premium tanggal 28 Juni . Itu kenapa ?
Salman Farouqi,5,2020-07-03 08:03:37,"Saran boleh ya, 1. Tambahin menu Wishlist, supaya bisa simpan buku/judul buku yang akan dibaca selanjutnya. 2. Tambahin vitur highlighter pen, supaya bisa menandai kata-kata/tulisan yang penting. 3. Tambahin dark mode, supaya lebih enak kalau baca di malam hari. Itu dulu aja sih"
caecilia Adelina Lestari Ndaumanu,1,2020-06-30 06:25:48,Kecewa Keluhan tak ada respon
Elis Dahlia,2,2020-06-29 17:15:50,"Saya merasa di rugikan, Saya sudah beli ebook Mommyclopedia 78 resep mpasi, malah gak bisa di buka, di klik malah muncul surih langganan / beli. kan sudah saya beli. Di cari di kolom pencarian jg gak muncul lagi Ebook nya."
aldilah pudji andrianto,1,2020-06-28 12:25:31,"Saya pernah beli buku biografi steve jobs dulu sekali, ketika masa2 awal Scoop. Sekarang buku tersebut sudah tidak muncul lagi ketika di ""search"". Sedangkan di cloud juga pasti ada diurutan paling bawah. Bagaimana caranya saya mencari pembelian saya yg dulu."
Yooga Gilang,5,2020-06-28 07:17:34,Good
Muhammad Nasrullah,1,2020-06-27 02:59:28,"Jadi ragu pakenya, banyak review yg udah bayar premium malah banyak masalahnya, ujung-ujung diminta laporan ke email. Lah kan komentar di sini juga harusnya sama saja, tinggal kalian laporkan dan perbaiki."
Lilis Oktavv,1,2020-06-26 01:57:49,Purnografi
Syafrima Melguciana,1,2020-06-25 14:30:46,"Udah bayar, tapi masih di bilang transaksi tertunda. Trus kontak yg bisa dihubungi klw ada masalah ga ada. Pilih bantuan ga ada tanggapan."
ucy lusyluthfiyani,3,2020-06-25 13:56:40,"Ini gimna sih caranya, saya sudah bayar lewat gopay untuk promo momyclopedia, tapi gak bisa dibuka."
ryn,3,2020-06-25 06:42:28,Okee
Azlan Wafi,1,2020-06-23 03:40:59,F hd gu jg jjj on our peoplkk Optimus 9o9 olehPoo lain dari UI Depok itu juga Pool Liverpool dan 9ooo9
Muflih Ahmadi,5,2020-06-22 12:43:09,tetep bisa baca buku tanpa harus ke toko buku.
Rizky Satria,5,2020-06-21 01:42:20,Bagus
Sudarsono Darsonoseno,4,2020-06-20 08:12:56,Membantu hubungan sosial bagus
iwan salman,4,2020-06-19 18:20:25,bagus
Rasmindo Sitepu,5,2020-06-19 15:21:57,Terbaik
Zee Play,1,2020-06-17 04:16:12,Kapitalis sejatim.
Mike Ester Manitik,5,2020-06-13 13:13:13,Good n nice
Maria Rosiana,4,2020-06-12 21:00:58,Google translate the following download yes...
Farhan Wahyu,3,2020-06-12 02:25:00,Layar tidak always on ketika membaca.
Gilang Aryadipha Lananggalih,1,2020-06-11 11:18:44,"Saya kurang setuju dgn di tidak bolehkan nya screen capture. Kerap kali ada catatan yg ingin saya simpan, tetapi dilarah olh pengaturan keamanan. Mohon ditindaklanjuti"
Sonor Krisna,5,2020-06-09 22:04:22,Need
Muhamad Sumarji,5,2020-06-08 09:33:00,Kop0
Kang brow Brow,5,2020-06-07 12:31:16,Amplikasi lebih cangih lagi
yoga adi prayogi,1,2020-06-06 05:34:03,Saya sudah langganan 1 bulan yg bayar 89.000 utk bisa baca knp buku tetap tdk bisa dibaca. Sungguh merugikan customer.
Rafi Soemantri,1,2020-06-06 01:26:20,Jadi tidak bisa login Facebook
nur aulia,3,2020-06-05 04:23:50,Saya dapet voucher karena sudah instal my value dan gimana cara pakainya...karena ketika mau pakai bacaannya memproses..hmm cara pakainya sebenernya gimana?
Kurniawan Iwan,5,2020-06-04 23:40:06,Tiap q di tuk q di9k
Ratno Langgeng,5,2020-06-04 04:38:38,Uz
Meri Maillau,5,2020-06-03 04:38:03,Cari alamt Esti mela
Salma Fatiha,5,2020-06-02 10:02:24,Ok
reni tania,1,2020-05-30 14:02:53,Bisa ga cara pembayarannya ada mbca biar gampang
Chusnul Chotimah,5,2020-05-30 13:49:34,"Suka dengan app ini... Walaupun sebenarnya lebih suka buku dalam bentuk fisik, tapi app ini membantu aku baca buku yang aku mau, yang belum bisa terbit dalam bentuk fisik akibat pandemi ini... Semoga cepet bisa memroduksi buku dalam bentuk fisik lagi ya gramedia... Aamiin"
Djumali Ypabsby,1,2020-05-28 22:48:30,"Saya kecewa dengan Gramedia digital, akhir-akhir ini banyak buku bagus terbitan Gramedia digital tidak masuk paket Full Package Premium. Tolong segera dibenahi. Nanti aku kasih bintang 7"
tyo azka,1,2020-05-28 22:39:00,Makin parah 2-3 hari ini buku baru mesti beli. Ngapain ada full premium 89.000 kalau tiap buku baru mesti beli. Saya tidak mempermasalahkan jika buku dari penerbit lain. Lah ini jelas-jelas punya gramedia dan imprintnya lah suruh beli juga. Gaje...
Ibel Kalimalang,2,2020-05-27 13:23:39,Swo
Syaripudin Syaripudin,4,2020-05-25 01:22:15,Oke
Syamsuddin MS,5,2020-05-24 16:40:01,Memgadirkan dunia dalam genggamam
Kolis Adi,5,2020-05-24 08:17:33,Even
Akar Buku,5,2020-05-23 07:22:20,Okey. Like.
Cecinita Felia,5,2020-05-20 21:54:36,Inovasi keren
Ramadhan febriansyah,1,2020-05-20 16:24:26,Gmna sih mksa bget hrus update. Gk bisa dibuka klo gk update. Padahal saya cuma mw baca buku yg udah saya beli!
Shofi Maharani,5,2020-05-20 15:24:19,Mantap
Bergman Silitonga,5,2020-05-20 15:11:57,Good . Sangat bagus.
Dien Faeyza,1,2020-05-20 14:08:58,"Proses pengambilan dana tuh berapa lama ya??? Order tgl 25-4-20. Buku sampai tgl 4-5-20 dengan harus tanya lebih sering k katanya proses pengiriman Senin-Jumat. Setelah buku sampai ternyata gak komplit. Akhirnya tgl 4-5-20 membuat persyaratan u pengajuan pengembalian dana. Sampai sekrg, sudah berkali kali diemal, gak ada respon. Standar pengembalian dana berapa lama prosesnya??? Walaupun dana yg dikembalikan, nominalnya kecil tapi Khan mempertaruhkan nama besar dalam pelayanan pelanggan..."
29_Siti Nurhaliza,3,2020-05-20 05:58:52,he
Jenderal Thanos,1,2020-05-20 04:31:12,Cuma dikit
anisa anastasia,3,2020-05-19 10:24:37,"Sorry saya edit ulasannya, respon admin nya lambat. Merasa tak terbantu"
Ryan Bna,5,2020-05-17 02:57:40,Sangat menyenangkan membaca bersama gramedia digital
Sukardo Sitohang,5,2020-05-12 12:25:08,cukup membantu
dmz 18,3,2020-05-11 23:03:29,Konfirmasi pembayaran sedikit sulit dilakukan.
erna wati maria,5,2020-05-11 11:43:46,Menginspirasi
puguh kalbuadi,2,2020-05-10 22:58:37,Bagus.
Anggie Pratiwi,4,2020-05-10 12:28:57,😊😆
IKRIMATUL HUSNA,5,2020-05-10 02:00:46,Semoga selalu rutin ada ebook gratis.. hehe
Laras Audina,5,2020-05-09 23:30:21,Membantu sekali membaca buku dimana saja kapan saja banyak koleksi bukunya juga
Ambar,5,2020-05-09 19:48:21,👍👍
mardianto sd,5,2020-05-09 15:16:28,Ok
Patria Wisu,5,2020-05-09 13:03:50,"saya kesulitan dlm melakukan pembayaran, dulu bs bayar via bca skrg tdk bs, apakah bs ditambah opsi ovo atau gopay? edit: metode pembayarannya saat ini sudah lengkap"
Silvia,2,2020-05-09 09:42:56,Krg lbh 1 minggu lbh tdk bisa unduh mski sdh premium. Baru lapor cs baru bisa. Krg informatip misal apa2 saja yg bisa didapat kl berlangganan. Smga diperbaiki cpt
Senjaya Paris,5,2020-05-09 09:20:26,Excellent
Khaerul Anwar,1,2020-05-09 08:24:02,Ga user friendly. Cukup sekian..
budax avantura,1,2020-05-09 08:00:14,Membangunkn mnemani work from home
Mahendra Dewantara,1,2020-05-09 07:53:22,Tolong perbaiki sistem pembayaran dan sistem aplikasi nya agar pembaca nyaman.
Donny Trev,5,2020-05-09 06:32:12,Good
bittersweet life,4,2020-05-09 06:01:12,Udh langganan tpi ada masalah karema penyimpanan internal saya udh tipis bgt. Setiap mau unduh buku selalu akhirnya jadi penyimpanan internal kepenuhan. Kalo ada opsi penyimpanan bisa disd card. Jadi kan bisa koleksi buku sebanyak2nya
Indah Regita,3,2020-05-09 05:25:10,"Katanya kalau udah berlangganan semua buku bisa di akses, beberapa kali saya mau baca buku itu malah disuruh beli padahal sudah berlangganan. Kok bisa begitu yah?"
Sekar Naffa,5,2020-05-09 04:19:49,"Isinya okee okee, tapi novelnya terbatas.."
Leni Meilani Xl IPS 2,5,2020-05-08 13:59:18,Menyenangkan
Lyra Books,2,2020-05-07 03:04:22,"Akun premium kirain bisa baca semua tanpa terkecuali. Eh ternyata hanya penerbit Gramedia aja. Kenapa coba gak dijelaskan kalau maksud ""SEMUA"" itu ternyata gak semuanya. Pertama dan terakhir deh beli disini. Mending nunggu promo aja, lagipula lebih baik buku fisik drpada e-book. Udh habis kuota, memori, uang, kecewa pulak. Sungguh nasibku sedang tak baik 😞"
17_Nurul Aeni,1,2020-05-06 07:32:12,tidak lengkap. Buang buang kuota aja
tata adinugraha,5,2020-05-05 03:45:41,Mantab sekali...
Abdian Hadi,1,2020-05-04 09:10:07,"Sistem pembayaran kacau. 2 kali subs, keduanya kacau. Bulan lalu tanggal 2 april transfer lewat dana, diurus tanggal 6 dan tanggal 8 april baru aktif. Sekarang tanggal 4 mei 2020 belum 1 bulan udah habis subs premiumnya. Mau melapor juga malas, dari yang sudah-sudah slow respon minta ampun. Take down aja app nya kalo sistem masih kacau gini. Tambahan: Expired tanggal 2 mei 2020. Padahal aktif tanggal 8 april 2020. Hampir seminggu kalian korupsi dana pelanggan."
Dani Adrian,5,2020-05-01 16:30:23,Aqu suka
Army forever,1,2020-04-30 16:23:01,Harus beli dlu baru bisa baca(katanya bisa baca gratis 😡😡)
danang taufik karunia,3,2020-04-30 12:20:47,Biasa saja
Ribka Simanihuruk PSB20B,4,2020-04-29 08:22:30,Mantap
Ratih Latifah Murniati,5,2020-04-28 09:34:18,Sangat membantu bagi orang yang suka baca buku!❤
Kim Bangor,5,2020-04-28 07:42:05,Kimbangor
Hesty Kinanty,1,2020-04-27 10:30:34,"ujung"" nya hrs di beli....."
Bli Dharma,3,2020-04-27 08:23:13,Kasi bintang 3 aja dulu. Setelah buka app baru tambah lagi nanti kalo bagus
Reza Melba,5,2020-04-27 07:35:55,Apakah ada plan untuk kembangkan darkmode? Supaya bisa meningkatkan kenyamanan membaca dari gadget. Kadang klo kelamaan baca di gadget mata jadi lelah
Pujandari Widatmojo,5,2020-04-27 07:18:00,Bagus
Dustin Dwipristio,1,2020-04-27 03:29:02,Gak bisa mbukak barefoot gen buatan keiji nakazawa
florence alexandra,5,2020-04-27 02:52:55,Sangat bagus
Amran Syam,2,2020-04-27 02:43:54,"Katanya ada yg gratis baca selama pandemik covid-19, tapi belum saya temukan."
Esther Christina,3,2020-04-25 15:52:11,"Saran 1. Tambah option rating 2. Kolom komentar untuk review di setiap judul ebook 3. Novel / buku lama yang sudah tidak cetak lagi mungkin bisa ada ebooknya 4. Versi cetak biasanya lebih lengkap serinya di banding ebook, mungkin bisa lebih dilengkapi versi ebooknya"
Shahrizan,4,2020-04-24 08:06:04,"Tambahan mode text to speech, supaya memudahkan membaca."
Ida Ayu,4,2020-04-24 03:31:15,Saya mau tanya ketika berlangganan apakah kita bisa membaca semua novel? Jika iyha apa bedanya berlangganan yang paling murah dan paling mahal?
Masrol Afriza,1,2020-04-22 15:30:03,"Melakukan pembelian full premium menggunakan saldo google play. Saldonya udh kepotong, tp fitur premiumnya tidak bisa diakses. Kecewa"
Apri yani,5,2020-04-20 03:26:09,Mantap. Kalo bisa tambahin fitur folder biar gak ketimbun ya min buat android
LENGGELENG,4,2020-04-19 08:28:47,Saya baru berlangganan . Dan langsung unduh bepe20 . Yang saya mau tanya .masa premiumnya udh habis apa buku unduhan saya masih bisa di baca dalam mode gratis
mirza sena,2,2020-04-13 11:33:10,Saya memilih opsi pembayaran via Google play. Padahal pulsa ada. Ketika pembayaran tidak berhasil alasannya pulsa tidak mencukupi. Tolong perbaiki. Saya sudah komplain ke customer servis namun belum ada tanggapan. Terimakasih
Ni Luh Sriayu Widnyaningsih,5,2020-04-13 01:00:05,Aplikasi ini benar2 membantu banget. Apalagi di tengah pandemi kyk gini. Koleksi buku2nya jg terbaru.
Firmansyah Danny,1,2020-04-11 12:27:10,"Kecewa!!! ...Apk Error , padahal sudah di update dengan versi terbaru , Saldo sudah terpotong tapi buku digital tidak dapat di download malah di suruh beli lagi , Harga di apk tidak sesuai saat di beli / saldo terpotong jauh lebih mahal ."
Oscar Lee,5,2020-04-11 05:08:44,"Sudah bisa, admin Gramedia digital... Sudah saya riset ulang kata sandi, dan sudah masuk. Terima kasih atas responsnya... 🙏🙏🙏"
Yuda Karianza,4,2020-04-11 02:15:17,sya insyall dan beli buku yg sya cari ada disini dan lebih murah dri playbook ngga bisa baca ebook di Laptop (web-nya) krna sya lbih nyaman baca di laptop drpada di HP android kurang nya disitu aja thanks before!
yohanna carpe diem,1,2020-04-08 10:03:24,Saya daftar paket premium terus mau baca di tab saya ga bisa login selalu salah password katanya. Tapi password itu di hp saya mendaftar bisa. Gimana sebenarnya ya. Terus kalau hp saya misalnya hilang itu akun premium saya hilang aja gitu ga bisa di akses di device saya yang lain?
Upi Myra,1,2020-04-08 07:34:41,Bad aplikasi
